key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-435288573,"Pooled analysis of 3,741 stool metagenomes from 18 cohorts for cross-stage and strain-level reproducible microbial biomarkers of colorectal cancer.",,1,1,Nature medicine,,,,,,,,,,"Associations between the gut microbiome and colorectal cancer (CRC) have been uncovered, but larger and more diverse studies are needed to assess their potential clinical use. We expanded upon 12 metagenomic datasets of patients with CRC (n = 930), adenomas (n = 210) and healthy control individuals (n = 976; total n = 2,116) with 6 new cohorts (n = 1,625) providing granular information on cancer stage and the anatomic location of tumors. We improved CRC prediction accuracy based solely on gut metagenomics (average area under the curve = 0.85) and highlighted the contribution of 19 newly profiled species and distinct Fusobacterium nucleatum clades. Specific gut species distinguish left-sided versus right-sided CRC (area under the curve = 0.66) with an enrichment of oral-typical microbes. We identified strain-specific CRC signatures with the commensal Ruminococcus bicirculans and Faecalibacterium prausnitzii showing subclades associated with late-stage CRC. Our analysis confirms that the microbiome can be a clinical target for CRC screening and characterizes it as a biomarker for CRC progression.","",10.1038/s41591-025-03693-9,"",,
rayyan-435288574,Predictive models for posttransplant diabetes mellitus in kidney transplant recipients using machine learning and deep learning approach: a nationwide cohort study from South Korea.,,1,1,Kidney research and clinical practice,,,,,,,,,,"Posttransplant diabetes mellitus (PTDM) complicates kidney transplant recipients (KTRs) in morbidity and mortality. This study aimed to predict PTDM risk in KTRs using machine learning and deep learning models. Data were obtained from the Korea Organ Transplantation Registry, a nationwide cohort study of KTRs. Four machine learning algorithms, including eXtreme Gradient Boosting (XGBoost), CatBoost, light gradient boosting machine and logistic regression, and deep learning were implemented on 41 pretransplant and 31 posttransplant variables to predict PTDM. Model performance was assessed using the area under the curve (AUC) of the receiver operating characteristic curve, accuracy, precision, recall, and F1 score. Among 3,213 KTRs, 497 patients (15.5%) developed PTDM within 1 year. The PTDM group had higher age, body mass index (BMI), triglyceride level, and prevalence of hypertension and cardiovascular disease, and lower total cholesterol level at baseline than the No-PTDM group. The XGBoost model showed the highest AUC (0.738) and F1 score (0.42), and modest accuracy (0.86), while the CatBoost model exhibited the highest accuracy (0.87) and precision (0.79). Feature importance in XGBoost was highest for recipient age, followed by baseline BMI, triglyceride level at posttransplant 6 months, baseline glycated hemoglobin and high-density lipoprotein cholesterol level, white blood cell (WBC) count and serum uric acid level at 6 months, baseline WBC count, and tacrolimus trough level at discharge. The XGBoost model demonstrated the best performance for predicting PTDM within 1 year, offering an accurate tool for early identification and personalized care of high-risk KTRs for PTDM.","",10.23876/j.krcp.24.113,"",,
rayyan-435288575,SCUBE-1 Levels and Their Relationship with Endothelial Dysfunction in Obstructive Sleep Apnea Syndrome Patients.,,1,1,Nature and science of sleep,,,,,,,,,,"Obstructive sleep apnea syndrome (OSAS) increases the risk of vascular dysfunction by causing hypoxemia due to recurrent obstructions in the upper airway. This can put pressure on the vasculature and impair endothelial function. SCUBE-1 gains importance in OSAS as a biomarker that may reflect this dysfunction. We focused in this study on the association between levels of SCUBE-1 and endothelial dysfunction in patients suffering from OSAS. A study population of 75 individuals participated in the study. Participants were categorized as normal (n=18), mild OSAS (n=22), moderate OSAS (n=19) and severe OSAS (n=16) according to polysomnography findings. Evaluation parameters included SCUBE-1 levels, polysomnography measurements, flow-mediated dilatation (FMD), carotid intima-media thickness (CIMT), and comprehensive laboratory analyses. SCUBE-1 levels were significantly higher in the severe OSAS group (15.8 ± 4.2 ng/mL, p<0.001). SCUBE-1 showed a moderate negative correlation with FMD (r = -0.248, p < 0.001) and a significant negative correlation with CIMT (r = -0.512, p < 0.001). ROC analysis demonstrated good diagnostic accuracy (AUC: 0.871, 95% CI: 0.797-0.945) for SCUBE-1 in identifying severe OSAS. OSAS severity correlates with the rise in SCUBE-1 levels, and this biomarker may serve as an important attribute in profiling endothelial dysfunction. SCUBE-1 can indeed be an effective biomarker to identify subtle changes in the vascular biology of OSAS patients and aid early interventions.","",10.2147/NSS.S509757,"",,
rayyan-435288576,Prognostic Value of Response Evaluation Using PSMA PET/CT in Patients with Metastatic Prostate Cancer (RECIP 1.0): A Systematic Review and Meta-analysis.,,1,1,Academic radiology,,,,,,,,,,"Recently, the Response Evaluation Using PSMA PET/CT in Patients with Metastatic Castration-Resistant Prostate Cancer (RECIP 1.0) was proposed to better evaluate treatment response in prostate cancer patients using PET/CT with prostate-specific membrane antigen (PSMA) than more traditional approaches like metabolic PET evaluation response criteria in solid tumor (PERCIST 1.0). This system showed promising results in single-center studies. We aim to evaluate the prognostic performance of RECIP 1.0 in assessing treatment outcomes in metastatic prostate cancer patients with a systematic review and meta-analysis. Searches were conducted across PubMed/MEDLINE, EMBASE, and Web of Science databases through March 2024. Only studies involving patients with metastatic prostate cancer who underwent PSMA PET/CT to assess therapeutic response and who were evaluated using the RECIP 1.0 criteria were included. Pooled hazard ratios for mortality and concordance indices (c-index) of RECIP were assessed. A secondary analysis compared RECIP 1.0 to PSMA PET Progression Criteria (PPP) in head-to-head studies. From an initial 553 reports, eight met the eligibility criteria after full-text review (n=516 patients) and six underwent quantitative analysis. RECIP 1.0 significantly differentiated between disease progression and non-progression in terms of mortality risk (HR: 3.48; 95% CI: 2.64-4.59). A sub-analysis of three studies with 174 patients demonstrated a pooled c-index of 0.68 (95% CI: 0.65-0.71). Comparison involving 224 patients from three studies indicated a non-significant trend favoring RECIP 1.0 over PPP. RECIP 1.0 offers robust prognostic value for assessing metastatic prostate cancer treatment outcomes.","",10.1016/j.acra.2024.12.027,"",,
rayyan-435288577,Universal screening for congenital Cytomegalovirus infection using saliva from the neonate.,,1,1,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,,,,,,,,,,"Congenital Cytomegalovirus infection (cCMV) is the most common intrauterine infection in developed countries. The diagnostic gold standard is detection of CMV in neonatal urine. Considering difficulties in urine sample collection, saliva is an alternative specimen providing supportive material for early diagnosis and timely intervention. Aim of this study was to evaluate a universal screening program using saliva as target specimen, and urine as confirmatory material. Between May 2019 and November 2024, 5168 newborns were screened for CMV shedding in saliva, 45 neonates were tested positive. From 44 neonates a urine sample was examined. Twelve out of forty-four neonates had concordant results (prevalence = 0,232 %) with five newborns showing CMV related symptoms. In saliva, the difference between the Ct-value of the cCMV negative and the cCMV positive group was significant (38.59 vs. 28.56, p-value < 0.0001). At a Ct-value cut-off of 38.8 sensitivity was 100 %, specificity 53.1 %, positive predictive value 44 %, and negative predictive value 100 %. ROC analysis yielded an AUC value of 0.930. The mean virus load in urine was 31,266,663 copies/ml. This study reports a prevalence of 0,232 % for cCMV infection in the catchment area of the hospital Steyr. PCR based CMV detection in saliva is a good screening tool, but one must be aware of false positive results, arising from possible contamination. In our cohort CMV positive vaginal or cervical secretion seems more likely being the source of contamination than CMV positive breast milk. The high false positive rate in saliva makes confirmatory testing in urine samples mandatory.","",10.1016/j.jcv.2025.105800,"",,
rayyan-435288578,Development and Validation of an Interpretable Machine Learning Model for Predicting Early Fusion After Anterior Cervical Discectomy and Fusion.,,1,1,Spine,,,,,,,,,,"Retrospective case-control study. This study aimed to develop and preliminarily validate a machine learning (ML) model for predicting the likelihood of early fusion (EF) after anterior cervical discectomy and fusion (ACDF) and to explore the influential factors. ACDF is a commonly performed procedure, where EF plays an important role in achieving favorable outcomes. However, EF varies substantially among patients, and reliable predictive approaches remain limited. We retrospectively analyzed 1,039 surgical segments from 840 patients who underwent ACDF between 2013 and 2020. EF, defined as radiographic fusion within 3 months, was assessed using standard imaging criteria. Basic information, laboratory indicators, perioperative data, and radiological parameters were collected. After multiple imputation and dimensionality reduction, nine ML algorithms were trained, evaluated and compared. SHapley Additive exPlanations (SHAP) were applied for model interpretation. Among the nine algorithms, stochastic gradient boosting (SGB) exhibited the highest predictive ability, with an AUC of 0.884 in the training set and 0.830 in the testing set. SHAP analysis indicated that preoperative functional spinal unit (FSU) range of motion (ROM), ΔFSU height, fasting plasma glucose (FPG), calcium (Ca), low-density lipoprotein cholesterol (LDL-C), surgical type, age, and femoral bone mineral density (BMD) were the most influential factors. Higher preoperative FSU ROM, FPG, LDL-C, age, and two-level surgery were associated with a lower probability of EF, whereas optimal ΔFSU height and higher Ca and femoral BMD were favored EF. This exploratory study established an ML-based approach for predicting EF after ACDF, with the SGB algorithm showing relatively strong predictive performance. The identified influential factors may provide preliminary insights for individualized clinical assessment and perioperative management, warranting further validation in multicenter settings.","",10.1097/BRS.0000000000005595,"",,
rayyan-435288579,Construction and validation of nomogram prediction model for ketoacidosis in elderly diabetic patients based on baseline data and glycolipid metabolism.,,1,1,Journal of diabetes investigation,,,,,,,,,,"To explore the risk factors of ketoacidosis (DKA) in elderly patients with diabetes and to construct a nomogram prediction model to guide clinical practice. Baseline, glycolipid metabolism, and related data were collected. Risk factors were screened by multifactor logistic regression analysis to construct a model. The effectiveness of the model was evaluated by Receiver Operating Characteristiv (ROC) curve, calibration curve analysis, and decision curve analysis (DCA). Logistic regression analysis showed that age, duration of diabetes, FBG, 2hPG, HbA1c, TG, TC, and C peptide level were the independent risk factors for DKA in elderly diabetic patients (P < 0.05). The nomogram prediction model constructed based on these factors showed good prediction performance in both the training set and the verification set, with the C-index indexes being 0.880 and 0.918, respectively, and the average absolute errors of coincidence between the predicted value and the true value being 0.102 and 0.075, respectively. The results of the Hosmer-Lemeshow test were χ2 = 12.750, P = 0.120 and χ2 = 8.325, P = 0.402, respectively. The ROC curve showed that the AUC of the nomogram model in the training set and the verification set for predicting the occurrence of DKA in elderly diabetic patients was 0.866 and 0.879, respectively. Nomogram prediction model based on baseline data and glucose and lipid metabolism indicators showed good prediction efficiency in both the training set and the verification set. Age, diabetes duration, FBG, 2hPG, HbA1c, TG, TC, and C peptide levels were independent risk factors for DKA in elderly diabetic patients.","",10.1111/jdi.70058,"",,
rayyan-435288580,Diagnostic accuracy of preoperative MRI in assessing macrotrabecular-massive subtype of hepatocellular carcinoma: a systematic review and meta-analysis.,,1,1,European radiology,,,,,,,,,,"To determine the value of preoperative magnetic resonance imaging (MRI) in predicting macrotrabecular-massive hepatocellular carcinoma (MTM-HCC). A search was conducted on PubMed, Web of Science, Cochrane Library databases, and Embase for studies evaluating the performance of MRI in assessing MTM-HCC. The quality assessment of diagnostic studies (QUADAS-2) tool was used to assess the risk of bias. Diagnostic accuracy measures, including sensitivity, specificity, positive likelihood ratio (PLR), negative likelihood ratio (NLR), and diagnostic odds ratio (DOR), were pooled. Summary receiver operating characteristic (SROC) curves with the area under the curve (AUC) were generated. Meta-regression analysis was performed to explore potential sources of heterogeneity. A total of ten eligible studies including 2074 lesions in 2053 patients were analyzed. The pooled sensitivity, specificity, PLR, NLR, DOR, and AUC were 0.65 (0.52, 0.76), 0.88 (0.80, 0.94), 5.6 (3.70, 8.60), 0.40 (0.30, 0.53), 14 (10, 20), and 0.84 (0.81, 0.87), respectively. High heterogeneity was observed (I2 was 78.61% and 90.95% for sensitivity and specificity, respectively) along with a threshold effect (Spearman's correlation coefficient = 0.927, p < 0.001). Meta-regression analysis demonstrated that the MRI method (radiomics or non-radiomics) affected the heterogeneity. MRI has diagnostic value for MTM-HCC due to its higher specificity and moderate sensitivity, but its clinical application remains suboptimal due to significant heterogeneity. Thus, further prospective studies with large sample sizes are needed to confirm these results. Question What is the value of MRI for preoperatively predicting MTM-HCC? Findings Meta-regression analyses revealed that the MRI method (radiomics or non-radiomics) is a significant factor contributing to heterogeneity. Clinical relevance This study demonstrates the high diagnostic accuracy of MRI for early detection of MTM-HCC, which can assist in guiding individualized management.","",10.1007/s00330-024-11344-9,"",,
rayyan-435288581,A Multivariate prediction model for amlodipine therapeutic efficacy in pediatric primary hypertension.,,1,1,Frontiers in endocrinology,,,,,,,,,,"There are currently no biomarker-based prediction models for amlodipine therapeutic efficacy in pediatric hypertension. This study aimed to identify potential biomarkers and establish a biomarker-based model for predicting amlodipine therapeutic efficacy in pediatric primary hypertension (PH). From January 2022 to December 2023, 165 children and adolescents with PH prescribed amlodipine were recruited at our department for a prospective observational study. Patients were grouped into Responders and Non-responders after one month treatment. The baseline data in the two groups were analyzed to identify variables associated with amlodipine treatment responsiveness; furthermore, a nomogram prediction model was established based on those potential predictors derived from multivariate regression analysis. This model's discrimination and calibration were evaluated by a series of statistical methods and internal validation was done using the bootstrap sampling method (1000 resamples). Eighty-nine patients responded to amlodipine while 76 did not. After statistical adjustment, 4 variables were found to be independently associated with therapeutic efficacy, including hyperinsulinemia (OR = 3.000, 95% CI: 1.409-6.386, p  = 0.004), insulin resistance (OR = 2.354, 95% CI: 1.032-5.370, p = 0.042), the baseline plasma Endothelin-1 level (OR = 0.627, 95% CI: 0.532-0.740, p < 0.001) and amlodipine dosages (OR = 1.743, 95% CI: 1.400-2.169, p <0.001). Compared to the baseline model, the full model with the four variables had a good calibration with an area under the curve (AUC) of 0.967 (95% CI: 0.945-0.990), yielding a sensitivity and a specificity of 91.0% and 92.1%, respectively; the clinical decision curve showed a positive net benefit. Additionally, a nomogram model was established based on the four variables and evaluated by bootstrap internal validation with the c-statistic of 0.865 and the calibration curve being close to the ideal line (p > 0.05). A nomogram model with high predictive value for amlodipine therapeutic efficacy in pediatric PH was established. This model may be potentially applied to guide the selection of amlodipine for the treatment of pediatric PH.","",10.3389/fendo.2025.1542276,"",,
rayyan-435288582,Development of the Perihilar Cholangiocarcinoma Risk Estimation of Tumor Recurrence After Transplant (PRETREAT) Score.,,1,1,Annals of surgery,,,,,,,,,,"To develop and validate a risk score for predicting post-transplant recurrence in perihilar cholangiocarcinoma (pCCA) patients. pCCA is an aggressive malignancy with a poor prognosis. Although neoadjuvant chemoradiation (CRT) followed by liver transplantation (LT) offers a potential cure for patients with unresectable, early-stage de novo or primary sclerosing cholangitis (PSC)-associated pCCA, post-transplant recurrence negatively impacts survival. Currently, no risk stratification tools exist. This retrospective study included consecutive patients with unresectable de novo or PSC-associated pCCA who underwent neoadjuvant CRT followed by LT at Mayo Clinic (1993-2024). Predictors of post-transplant recurrence were identified using multivariable Cox regression with LASSO variable selection. The Perihilar Cholangiocarcinoma Risk Estimation of Tumor Recurrence after Transplant (PRETREAT) risk score was created by assigning points from model coefficients. Score performance was evaluated by discrimination (c-statistic), internally validated with 10-fold cross-validation, and externally validated in a separate cohort. Survival outcomes were compared across 3 PRETREAT risk groups and between 2 time periods. This study included 399 patients (development: 301; validation: 98). The 5-year cumulative incidence of post-transplant recurrence was 29.7% in the development cohort and 27.6% in the validation cohort. Multivariable analysis identified 4 independent predictors: macroscopic residual tumor on explant [hazard ratio (HR): 12.4], vascular encasement (HR: 2.18), lymphovascular invasion (HR: 2.04), and radial tumor diameter (HR: 1.02/mm). The PRETREAT score (0-22), based on these factors, demonstrated excellent performance in both internal and external validation (C-index 0.83 and 0.85, respectively). Patients were stratified into low-risk (0-7), moderate-risk (8-15), and high-risk (16-22) groups. The 5-year recurrence-free survival rates significantly differed across low-risk, moderate-risk, and high-risk groups (89.0%, 38.3%, and 15.4%, respectively; P <0.001). Over the last decade, overall survival improved significantly only in moderate-risk patients (70.4% vs 46.9%, P =0.024), without significant improvement in recurrence-free survival. The PRETREAT score provides a valuable tool for guiding post-transplant management of pCCA, enabling risk-stratified surveillance, and laying the foundation for future clinical trials.","",10.1097/SLA.0000000000006815,"",,
rayyan-435288583,Supersulfide metabolome of exhaled breath condensate applied as diagnostic biomarkers for esophageal cancer.,,1,1,Cancer science,,,,,,,,,,"Early detection of esophageal cancer is essential for esophagogastroduodenoscopy and histopathological diagnosis. However, endoscopic examinations are sometimes invasive, which limits their clinical application and compliance, and traditional blood tumor markers are unsuitable for cancer screening. The current study aimed to evaluate the usefulness of sulfur metabolites as new biomarkers for esophageal cancer using blood samples and exhaled breath condensate (EBC), which can be readily obtained and is non-invasive. We collected EBC and plasma samples from 50 patients with esophageal cancer and 30 healthy controls. Sulfur metabolome analysis using tandem mass spectrometry was performed to compare the metabolic profile between the two groups. Supersulfide metabolic profiles were different between the two cohorts. Supersulfide metabolome analysis showed that cysteine hydropersulfide (CysSSH) and homocysteine hydropersulfide (HomoCysSSH) were increased in the plasma of patients with esophageal cancer. Elevated levels of HomoCysSSH could distinguish patients with esophageal cancer from healthy subjects (area under the curve [AUC]: 0.93, sensitivity: 89%, specificity: 96%). Interestingly, we also detected an elevation of supersulfides in the EBC analysis. CysSSH levels significantly increased in the EBC recovered from patients with esophageal cancer (AUC: 0.71, sensitivity: 60%, specificity: 96%). In addition, the observed level was correlated with that of HomoCysSSH in the plasma (r = 0.27). Supersulfides, such as CysSSH and HomoCysSSH, are potential biomarkers for detecting esophageal cancer. CysSSH from EBC may serve as a valuable non-invasive biomarker with similar detection ability but with superior precision and convenience compared with the currently available blood biomarkers.","",10.1111/cas.16430,"",,
rayyan-435288584,A colorectal liver metastasis prediction model based on the combination of lipoprotein-associated phospholipase A2 and serum biomarker levels.,,1,1,Clinica chimica acta; international journal of clinical chemistry,,,,,,,,,,"This study aims to assess the predictive value of serum lipoprotein-associated phospholipase A2 (Lp-PLA2) in colorectal liver metastasis (CRLM) patients. A total of 507 participants were recruited for this study, comprising 162 healthy controls (HCs), 186 non-CRLM patients, and 159 CRLM patients. Serum Lp-PLA2 levels were measured across these three groups, and a CRLM prediction model was developed using machine learning (ML) algorithms in conjunction with traditional serological markers. The performance of each model was assessed using the area under the receiver operating characteristic (ROC) curve (AUC), sensitivity, specificity, and other relevant metrics. The serum Lp-PLA2 levels in CRLM patients were significantly elevated compared to those in HCs group and the non-CRLM group (P < 0.0001). The CRLM prediction model developed using the Random forest algorithm demonstrated superior performance, incorporating six features: Lp-PLA2, ALB, GLB, ALT, LDH, and TC. This model achieved an AUC of 0.918, with a sensitivity of 0.823, specificity of 0.889, positive predictive value (PPV) of 0.861, and negative predictive value (NPV) of 0.857. The Random forest model, incorporating serum Lp-PLA2 level and conventional laboratory parameters, demonstrates robust predictive capability for CRLM and holds promise for enhancing early detection in CRLM patients.","",10.1016/j.cca.2025.120143,"",,
rayyan-435288585,Machine learning approaches to injury risk prediction in sport: a scoping review with evidence synthesis.,,1,1,British journal of sports medicine,,,,,,,,,,"This study reviewed the current state of machine learning (ML) research for the prediction of sports-related injuries. It aimed to chart the various approaches used and assess their efficacy, considering factors such as data heterogeneity, model specificity and contextual factors when developing predictive models. Scoping review. PubMed, EMBASE, SportDiscus and IEEEXplore. In total, 1241 studies were identified, 58 full texts were screened, and 38 relevant studies were reviewed and charted. Football (soccer) was the most commonly investigated sport. Area under the curve (AUC) was the most common means of model evaluation; it was reported in 71% of studies. In 60% of studies, tree-based solutions provided the highest statistical predictive performance. Random Forest and Extreme Gradient Boosting (XGBoost) were found to provide the highest performance for injury risk prediction. Logistic regression outperformed ML methods in 4 out of 12 studies. Three studies reported model performance of AUC>0.9, yet the clinical relevance is questionable. A variety of different ML models have been applied to the prediction of sports-related injuries. While several studies report strong predictive performance, their clinical utility can be limited, with wide prediction windows or broad definitions of injury. The efficacy of ML is hampered by small datasets and numerous methodological heterogeneities (cohort sizes, definition of injury and dependent variables), which were common across the reviewed studies.","",10.1136/bjsports-2024-108576,"",,
rayyan-435288586,Accuracy of glomerular filtration rate estimates among patients with cancer.,,1,1,British journal of cancer,,,,,,,,,,"Glomerular filtration rate (GFR) estimation is a key issue in determining cancer treatment eligibility and dosing of treatments with narrow therapeutic index. Yet, little is known about the accuracy of GFR estimation among people with cancer in routine care. In a cross-sectional study including 1611 adults with cancer referred for 1837 determinations of measured GFR (mGFR), we assessed the accuracy of estimated GFR based on creatinine (eGFRcr), cystatin C (eGFRcys) and their combination (eGFRcr-cys). Accuracy was reported as percentage of patients with estimated values within 30% of mGFR; bias and precision as the median and interquartile range of eGFR-mGFR, respectively. Dosing accuracy was assessed by calculating expected dose of carboplatin for area under the curve of 5 mg/mL/min using the Calvert formula. Median age was 68 (IQI 61 to 74) years, 38.5% were female with mean mGFR 75 (SD 30) mL/min; 17% had metastatic disease. Accuracy, bias and precision were best for eGFRcr-cys. Using eGFRcr would recommend an ""overdose"" of carboplatin in 10-20% of participants: this was 3-4 times less common using eGFRcr-cys. eGFRcr-cys equations provide the most accurate estimates of mGFR in patients with cancer, with potential to improve dosing accuracy substantially compared to eGFRcr.","",10.1038/s41416-025-03190-3,"",,
rayyan-435288587,Risk prediction models for feeding intolerance in patients with enteral nutrition: a systematic review and meta-analysis.,,1,1,Frontiers in nutrition,,,,,,,,,,"Although more risk prediction models are available for feeding intolerance in enteral-nourishment patients, it is still unclear how well these models will work in clinical settings. Future research faces challenges in validating model accuracy across populations, enhancing interpretability for clinical use, and overcoming dataset limitations. To thoroughly examine studies that have been published on feeding intolerance risk prediction models for enteral nutrition patients. Conducted a systematic review and meta-analysis of observational studies. A comprehensive search of the literature was conducted using a range of databases, including China National Knowledge Infrastructure (CNKI), Wanfang Database, China Science and Technology Journal Database (VIP), SinoMed, PubMed, Web of Science, The Cochrane Library, Cumulative Index to Nursing and Allied Health Literature (CINAHL) and Embase. The search scope was confined to articles within the database from its inception until August 12th, 2024. The data from the selected studies should be extracted, including study design, subjects, duration of follow-up, data sources, outcome measures, sample size, handling of missing data, continuous variable handling methods, variable selection, final predictors, model development and performance, and form of model presentation. The applicability and bias risk were evaluated using the Prediction Model Risk of Bias Assessment Tool (PROBAST) checklist. A total of 1,472 studies were retrieved. Following the selection criteria, 18 prediction models sourced from 14 studies were incorporated into this review. In the field of model construction, only one study employed the use of multiple machine-learning techniques for the development of a model. In contrast, the remaining studies used logistic regression to construct FI risk prediction models. The incidence of FI in enteral nutrition was 32.4-63.1%. The top five predictors included in the model were APACHE II, age, albumin levels, intra-abdominal pressure, and mechanical ventilation. The reported AUC, or area under the curve, exhibited a range of values between 0.70 and 0.921. All studies were identified as having a high risk of bias, primarily due to the use of inappropriate data sources and inadequate reporting within the analysis domain. Although the included studies reported a certain degree of discriminatory power in their predictive models to identify feeding intolerance in patients undergoing enteral nutrition, the PROBAST assessment tool deemed all the included studies to carry a significant risk of bias. Future research should emphasize the development of innovative predictive models. These endeavors should incorporate more extensive and diverse sample sizes, adhere to stringent methodological designs, and undergo rigorous multicenter external validation to ensure robustness and generalizability. Identifier CRD42024585099, https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=585099.","",10.3389/fnut.2024.1522911,"",,
rayyan-435288588,LINC00265 Serves as a Diagnostic and Prognostic Marker for Acute Ischemic Stroke and INHIBITS Disease Progression Through the miR- 155 - 5p/TRIM32 Axis.,,1,1,Molecular neurobiology,,,,,,,,,,"Acute ischemic stroke (AIS) is a medical emergency stemming from a reduction in cerebral blood supply, leading to neuronal injury. LINC00265 may emerge as a highly promising biomarker for stroke. The aim of this investigation was to investigate the clinical and prognostic significance of LINC00265 in AIS, as well as to elucidate the molecular mechanisms through which LINC00265 influences AIS. Blood samples were collected from 131 AIS patients. qRT-PCR was employed to measure the expression levels of LINC00265. The diagnostic and prognostic value of LINC00265 were evaluated using ROC curve and Kaplan-Meier survival curves, respectively. To establish an in vitro model of AIS, HCMIEC/D3 cells were subjected to OGD/R treatment. Cell proliferation was assessed using CCK-8 assay. The concentrations of TNF-α, IL-6, IL-1β, IL-4, and IL-10 were measured using ELISA kit. The protein expression levels of VCAM-1 and ICAM-1 were detected by Western blot analysis. The expression of LINC00265 was found to be significantly downregulated in AIS patients and strongly correlated with disease severity. The reduced expression of LINC00265 exhibited considerable significance for both diagnosis and prognosis prediction of AIS. At the mechanistic level, LINC00265 mitigated OGD/R-induced cellular injury by modulating the miR-155-5p/TRIM32 axis. Therefore, overexpression of LINC00265 may potentially suppress disease progression in AIS by regulating miR-155-5p/TRIM32 axis.","",10.1007/s12035-025-04973-8,"",,
rayyan-435288589,Investigation into neuroleptic malignant syndrome triggered by atypical antipsychotics: Insights from FDA adverse event reporting system database.,,1,1,Journal of affective disorders,,,,,,,,,,"Neuroleptic malignant syndrome (NMS) is a rare but potentially life-threatening reaction associated with dopamine antagonists, particularly typical antipsychotics. Despite the relatively low incidence of NMS linked to atypical antipsychotics (AAPs), there is a notable lack of extensive real-world studies investigating this condition. This study utilizes data from the FDA Adverse Event Reporting System (FAERS) from 2004 to 2024, employing disproportionality analysis to explore the association between fourteen commonly prescribed AAPs and NMS. Multivariate logistic regression was conducted to identify risk factors for mortality related to NMS. We analyzed 79,980 primary suspected adverse drug event (ADE) reports for NMS, revealing a slight male predominance and a median age of 48 years (Interquartile Range [IQR]: 31-64). Patients were primarily located in Europe and the United States. Ziprasidone exhibited the strongest pharmacovigilance signal (Reporting Odds Ratio [ROR] = 3.09; 95 % confidence interval [CI]: 2.97-3.21), while lurasidone showed the lowest signal strength (ROR = 1.58; 95 % CI: 1.52-1.65). The median time to onset of NMS was 42 days (IQR: 9-328.25). Significant mortality risk factors included age ≥ 65 years (Odds Ratio [OR] = 4.45; 95 % CI: 3.33-5.95), Parkinson's disease (OR = 32.69; 95 % CI: 14.75-72.46), and malignant hyperthermia (OR = 25.23; 95 % CI: 8.62-73.83), with an area under the curve (AUC) of 0.877. This study provides vital pharmacovigilance insights regarding NMS related to AAPs, enhancing the understanding of its clinical implications.","",10.1016/j.jad.2025.119481,"",,
rayyan-435288590,Development and Multi-center validation of a machine learning Model for advanced colorectal neoplasms screening.,,1,1,Computers in biology and medicine,,,,,,,,,,"In colorectal cancer (CRC) screening programs, accurately identifying individuals at high risk for advanced colorectal neoplasia (ACN) is essential as they require further colonoscopy, early intervention, and monitoring follow-up. This study aimed to develop a machine learning (ML)-based risk prediction model, serving as an effective tool for the early identification of high-risk individuals for ACN. This study analyzed data from the Tianjin CRC screening program. The dataset from 2012 to 2022 was divided into a training set and 11 validation sets across 12 medical centers. The 2023 data was used as an independent temporal external validation set. First, the least absolute shrinkage and selection operator and logistic regression (LR) analysis were used to select significant features. Next, six ML models were constructed to predict ACN and validate its predictive capability on the validation sets. Among the classifiers, the best-performing model, Tianjin ML (TML), was selected, and its performance was compared with the Asia Pacific Colorectal Screening (APCS) and LR. Moreover, we developed a stacked ensemble learning model to improve the prediction performance for ACN. Finally, we conducted an interpretability analysis using SHapley Additive exPlanations (SHAP) values and deployed a web application tool based on the Streamlit framework. Among the trained models, the TML achieved the best performance, with an area under the curve (AUC) of 0.690, a sensitivity of 0.649, a specificity of 0.626, an F1 score of 0.320, and an accuracy of 0.629. Furthermore, the TML performed well in 11 validation sets and the independent temporal external validation set. A predictive probability threshold of 0.140 was identified for stratifying individuals into low- and high-risk groups. The TML exhibited superior performance compared to APCS and LR. The stacked ensemble learning model, S-TML, further improved the AUC to 0.709. Additionally, SHAP analysis identified age, gender, and fecal immunochemical tests as the top three predictive factors for ACN. The TML outperformed traditional models, including APCS and LR, in predicting ACN and could serve as a screening decision support tool to identify high-risk individuals for ACN.","",10.1016/j.compbiomed.2025.110066,"",,
