"","X","title","doi","pdf"
"674",710,"Speech-based digital cognitive assessments for detection of mild cognitive impairment: Validation against paper-based neurocognitive assessment scores.","10.1177/13872877251343296","10.1177_13872877251343296"
"675",711,"A nomogram incorporating clinical and laboratory indicators for predicting metabolic dysfunction-associated fatty liver disease in newly diagnosed type 2 diabetes patients.","10.1111/jdi.70112","10.1111_jdi.70112"
"676",712,"TBS as a complementary tool for assessing vertebral fractures and spinal deformity in children and adolescents with osteogenesis imperfecta.","10.1007/s00198-025-07423-2","10.1007_s00198-025-07423-2"
"677",713,"LI-RADS categories and clinicopathological features predict recurrence-free survival in patients with radical resected hepatocellular carcinoma.","10.1016/j.ejrad.2025.112535","10.1016_j.ejrad.2025.112535"
"678",714,"PCSK9 is upregulated and correlated with more severe disease condition but fails to predict treatment outcomes in psoriasis patients.","10.1080/09546634.2025.2482867","10.1080_09546634.2025.2482867"
"679",715,"Predictive Value of Preoperative Nutritional Risk Index for Screw Loosening After Lumbar Interbody Fusion in Elderly Patients With Lumbar Spine Diseases.","10.1111/os.14369","10.1111_os.14369"
"680",717,"Nomogram for predicting the efficacy of high-intensity focused ultrasound ablation for uterine fibroids based on oxytocin experimentation and ultrasonographic features: a retrospective single-center study.","10.1080/02656736.2024.2436602","10.1080_02656736.2024.2436602"
"681",719,"Predicting PROTAC off-target effects via warhead involvement levels in drug-target interactions using graph attention neural networks.","10.1016/j.csbj.2025.10.028","10.1016_j.csbj.2025.10.028"
"682",720,"Magnitude and Impact of Hallucinations in Tabular Synthetic Health Data on Prognostic Machine Learning Models: Validation Study.","10.2196/77893","10.2196_77893"
"683",721,"Relationship between hemoglobin glycation index and Cushing's syndrome: a cross-sectional study in Chinese populations.","10.3389/fendo.2025.1678472","10.3389_fendo.2025.1678472"
"684",722,"Prediction of 131I uptake in lung metastases of differentiated thyroid cancer using deep learning.","10.3389/fendo.2025.1697233","10.3389_fendo.2025.1697233"
"685",723,"Diagnostic performance of node-RADS classification for primary lymph node assessment in rectal cancer: a modality benchmarking study.","10.1007/s00432-025-06196-9","10.1007_s00432-025-06196-9"
"686",725,"The Hourly Apnea-Hypopnea Duration Better Correlates with OSA-Related Nocturnal Hypoxemia and Excessive Daytime Sleepiness Rather Than AHI.","10.2147/NSS.S505702","10.2147_NSS.S505702"
"687",726,"Establishing and validating models integrated with hematological biomarkers and clinical characteristics for the prognosis of non-esophageal squamous cell carcinoma patients.","10.1080/07853890.2025.2483985","10.1080_07853890.2025.2483985"
"688",727,"Monitoring miR-29a for targeted therapy of cholangiocarcinoma based on a photoelectric sensor.","10.1007/s00604-025-07424-2","10.1007_s00604-025-07424-2"
"689",728,"Validation and development of a refined M1 category for nasopharyngeal carcinoma based on the version-nine of AJCC/UICC TNM staging system in the immunotherapy era: A multicenter cohort study.","10.1016/j.ejca.2025.115305","10.1016_j.ejca.2025.115305"
"690",729,"Development and Validation of Machine Learning Models for Outcome Prediction in Patients with Poor-Grade Aneurysmal Subarachnoid Hemorrhage Following Endovascular Treatment.","10.2147/TCRM.S504745","10.2147_TCRM.S504745"
"691",730,"Accuracy of determining gait independence using adductor pollicis muscle thickness and skeletal muscle mass index in community-dwelling older adults undergoing outpatient rehabilitation.","10.1007/s41999-024-01145-0","10.1007_s41999-024-01145-0"
"692",732,"Using a machine learning analysis of socio-ecological and psychological factors to predict suicide risk among a nationally representative sample of Ghanaian adolescents.","10.1017/gmh.2025.10083","10.1017_gmh.2025.10083"
"693",733,"Development and validation of nomogram prediction model for diabetic hearing impairment based on the levels of lncRNA MALAT1, miR-199b and AGEs in peripheral blood.","10.3389/fendo.2025.1573661","10.3389_fendo.2025.1573661"
"694",735,"Comparison of Tricuspid Annular Plane Systolic Excursion to Pulmonary Artery Systolic Pressure Ratio Measured by Transthoracic Echocardiography and Right Heart Catheterization in Pulmonary Arterial Hypertension: Prognostic Implications.","10.3390/jcm14061968","10.3390_jcm14061968"
"695",736,"Pan-cancer analysis implicates novel insights of cholesterol biosynthesis into immunotherapy response prediction and survival prognostication.","10.1016/j.compbiomed.2025.110859","10.1016_j.compbiomed.2025.110859"
"696",737,"Predicting lymphovascular invasion in stage IA lung adenocarcinoma: a CT-based classification and regression tree model.","10.1007/s00330-025-11593-2","10.1007_s00330-025-11593-2"
"697",738,"Multi-positive contrastive learning-based cross-attention model for T cell receptor-antigen binding prediction.","10.1016/j.cmpb.2025.108797","10.1016_j.cmpb.2025.108797"
"698",739,"Profiling of Diagnostic Value of Serum CysC, β2-MG and α-Klotho in Early Acute Kidney Injury Caused by Acute Myocardial Infarction.","10.1002/ccd.31535","10.1002_ccd.31535"
"699",740,"Radiogenomic insights suggest that multiscale tumor heterogeneity is associated with interpretable radiomic features and outcomes in cancer patients.","10.1016/j.compmedimag.2025.102586","10.1016_j.compmedimag.2025.102586"
"700",741,"Improving prediction of fragility fractures in postmenopausal women using random forest.","10.1016/j.compbiomed.2025.110666","10.1016_j.compbiomed.2025.110666"
"701",742,"A machine learning-based predictive model for stem cell therapy outcomes in plastic surgery.","10.3389/fmed.2025.1683758","10.3389_fmed.2025.1683758"
"702",743,"Ability of triglyceride-glucose indices to predict metabolic dysfunction associated with steatotic liver disease in pediatric obesity.","10.1002/jpn3.70201","10.1002_jpn3.70201"
"703",744,"Construction and validation of a nomogram prediction model for death risk in patients with chronic obstructive pulmonary disease complicated by hypercapnic respiratory failure in the intensive care unit.","10.1016/j.rmed.2025.108188","10.1016_j.rmed.2025.108188"
"704",745,"A Novel Presurgical Risk Prediction Model for Chronic Post-Surgical Pain in Adults Undergoing Surgical Procedures: Development and Internal Validation of the P4-Prevoque Questionnaire [PERISCOPE Trial].","10.2147/JPR.S525692","10.2147_JPR.S525692"
"705",746,"Maternal liver fibrosis indices as predictors of adverse perinatal outcomes in patients with gestational diabetes mellitus.","10.1007/s00592-025-02547-7","10.1007_s00592-025-02547-7"
"706",747,"Amygdala Connectivity Alterations in High Myopia: A Resting-State fMRI Study with SVM-Based Classification.","10.2147/OPTH.S543962","10.2147_OPTH.S543962"
"707",748,"Normalizing spinal cord compression measures in degenerative cervical myelopathy.","10.1016/j.spinee.2025.03.012","10.1016_j.spinee.2025.03.012"
"708",750,"Reduced appetite after body contouring is associated with low glucose-dependent insulinotropic polypeptide levels.","10.1016/j.bjps.2025.10.020","10.1016_j.bjps.2025.10.020"
"709",751,"Risk Assessment of Serum Biomarkers with Perioperative Neurocognitive Dysfunction in Elderly Patients Undergoing Thoracic Surgery: A Prospective Cohort Study.","10.1007/s10571-025-01636-z","10.1007_s10571-025-01636-z"
"710",752,"Ensemble learning prediction model for intraoperative hemodynamic instability in patients with pheochromocytoma.","10.3389/fendo.2025.1670909","10.3389_fendo.2025.1670909"
"711",753,"Shear wave elastography values in endometrioma: Clinical findings and machine learning-based prediction models.","10.1002/ijgo.70159","10.1002_ijgo.70159"
"712",754,"Novel Risk Score Incorporating Type-IV Collagen, Albumin, and Prothrombin Time (CAP score) to Predict 180-Day Surgery-Related Mortality After Liver Resection for Hepatocellular Carcinoma.","10.1245/s10434-025-17658-2","10.1245_s10434-025-17658-2"
"713",755,"Development of novel serum peptide biomarkers for screening pancreatic cancer.","10.1007/s00535-025-02314-z","10.1007_s00535-025-02314-z"
"714",756,"Construction and validation of a machine learning-based nomogram model for predicting pneumonia risk in patients with catatonia: a retrospective observational study.","10.3389/fpsyt.2025.1557659","10.3389_fpsyt.2025.1557659"
"715",757,"Mild behavioral impairment in idiopathic REM sleep behavior disorder and Lewy body disease continuum.","10.1007/s00702-024-02877-w","10.1007_s00702-024-02877-w"
"716",758,"Novel CAC Dispersion and Density Score to Predict Myocardial Infarction and Cardiovascular Mortality.","10.1161/CIRCIMAGING.125.018059","10.1161_CIRCIMAGING.125.018059"
"717",760,"Machine learning algorithms to predict the risk of hyperlipidemia in people with HIV after starting HAART for 6 months.","10.1097/QAD.0000000000004244","10.1097_QAD.0000000000004244"
"718",761,"RPD: Regional Prior Distillation for Breast Cancer Diagnosis in Ultrasound Images.","10.1109/JBHI.2025.3595196","10.1109_JBHI.2025.3595196"
"719",762,"Toward a Universal Map of EEG: A Semantic, Low-Dimensional Manifold for EEG Classification, Clustering, and Prognostication.","10.1002/ana.27260","10.1002_ana.27260"
"720",763,"Prognostic value of left atrial stiffness index in adults with repaired coarctation of aorta.","10.1093/ehjci/jeaf330","10.1093_ehjci_jeaf330"
"721",764,"Risk Factors for Histologic Chorioamnionitis Among Women with Prenatal Fever During Preterm Delivery: A Retrospective Cohort Study.","10.2147/IJWH.S542606","10.2147_IJWH.S542606"
"722",765,"Galactomannan detection in sputum samples of patients with chronic obstructive pulmonary disease: A promising marker for diagnosis of chronic pulmonary aspergillosis?","10.1016/j.jiph.2025.102790","10.1016_j.jiph.2025.102790"
"723",766,"Interpretable machine learning model for prediction functional cure in chronic hepatitis B patients receiving Peg-IFN therapy: A multi-center study.","10.1016/j.ijmedinf.2025.105916","10.1016_j.ijmedinf.2025.105916"
"724",768,"Osteoarthritis of the sternoclavicular joint: is clavicular length a risk factor?","10.1007/s00402-025-05967-w","10.1007_s00402-025-05967-w"
"725",769,"Development and Validation of a Neonatal Hypothermia Prediction Model for In-Hospital Transport Using Machine Learning Algorithms: A Single-Center Retrospective Study.","10.2147/JMDH.S517499","10.2147_JMDH.S517499"
"726",770,"Intestinal ultrasound measurement of bowel wall thickness can be used as a sole marker for defining anti-TNF maintenance therapy failure in Crohn's disease.","10.1177/17562848251343008","10.1177_17562848251343008"
"727",771,"Derivation and Internal Validation of a Clinical Prediction Model for Diagnosis of Spotted Fever Group Rickettsioses in Northern Tanzania.","10.1093/ofid/ofaf100","10.1093_ofid_ofaf100"
"728",773,"Development and validation of growth prediction models for multiple pulmonary ground-glass nodules based on CT features, radiomics, and deep learning.","10.21037/tlcr-24-1039","10.21037_tlcr-24-1039"
"729",774,"Dominant or nondominant leg, which one is used to recover balance after a simulated slip during standing?","10.1016/j.gaitpost.2025.04.028","10.1016_j.gaitpost.2025.04.028"
"730",775,"Predictors of Atrial Fibrillation in Heart Failure Patients with Indications for ICD Implantation.","10.3390/jcm14124358","10.3390_jcm14124358"
"731",776,"Assessment of cognitive function in patients with schizophrenia based on virtual reality serious games: a prospective nonrandomized clinical trial.","10.3389/fpsyt.2025.1608905","10.3389_fpsyt.2025.1608905"
"732",777,"Forecasting Hospitalization for Adult Asthma Patients in Emergency Departments Based on Multiple Environmental and Clinical Factors.","10.2147/JAA.S512405","10.2147_JAA.S512405"
"733",778,"Machine Learning to Predict Early Death Despite Pancreaticoduodenectomy.","10.1016/j.jss.2025.03.047","10.1016_j.jss.2025.03.047"
"734",779,"Evaluation of Clinical Tests to Diagnose Iliopsoas Tendinopathy.","10.1097/CORR.0000000000003520","10.1097_CORR.0000000000003520"
"735",780,"Comparison of Four Non-invasive Tools for Predicting Sepsis and Septic Shock Mortality: A Prospective Cohort Study.","10.15441/ceem.25.075","10.15441_ceem.25.075"
"736",781,"Prediction and explanation of the increase in suicide risk of emerging adults: A comprehensive approach combining logistic regression, glasso network analysis, and Bayesian networks.","10.1016/j.jad.2025.04.171","10.1016_j.jad.2025.04.171"
"737",782,"Lifestyle-associated metabolite signatures and the risk of late-onset asthma.","10.1016/j.jaci.2025.09.020","10.1016_j.jaci.2025.09.020"
"738",783,"MMSE in primary care practice: why good tests can mislead in the wrong context.","10.1007/s10433-025-00894-6","10.1007_s10433-025-00894-6"
"739",784,"The possibility of using the APACHE II score in prognosis of the development of postoperative complications in the elderly with hip fractures.","10.1007/s00590-025-04302-8","10.1007_s00590-025-04302-8"
"740",785,"Identifying network state-based Parkinson's disease subtypes using clustering and support vector machine models.","10.3389/fpsyt.2025.1453852","10.3389_fpsyt.2025.1453852"
"741",786,"Identification of the high-risk population facing early death in older patients with primary intracranial glioma: a retrospective cohort study.","10.3389/fendo.2025.1546530","10.3389_fendo.2025.1546530"
"742",787,"Ensemble machine learning for predicting renal function decline in chronic kidney disease: development and external validation.","10.3389/fmed.2025.1598065","10.3389_fmed.2025.1598065"
"743",788,"Early Prediction of Radiation Pneumonitis in Patients With Lung Cancer Treated With Immunotherapy Through Monitoring of Plasma Chemokines.","10.1016/j.ijrobp.2025.02.011","10.1016_j.ijrobp.2025.02.011"
"744",789,"Obesity Limits Utility of Vertebral Bone Quality Score for Opportunistic Osteopenia/Osteoporosis Screening in Cervical Surgery Patients.","10.1177/21925682251325181","10.1177_21925682251325181"
"745",790,"The Neglected Parameter: Tricuspidal E Wave Deceleration Time as Predictor of Atrioventricular Synchrony in VDD Leadless Pacemakers.","10.1111/jce.16613","10.1111_jce.16613"
"746",791,"Integrative modeling of longitudinal cell-free DNA and tumor volume dynamics: a multimodal quantitative prognostic framework.","10.21037/tlcr-2025-940","10.21037_tlcr-2025-940"
"747",793,"Optimizing CTP in Posterior Circulation Infarction (POCI): A Comprehensive Analysis of CTP Postprocessing Algorithms for POCI.","10.3174/ajnr.A8833","10.3174_ajnr.A8833"
"748",794,"Automated Speech Analysis to Differentiate Frontal and Right Anterior Temporal Lobe Atrophy in Frontotemporal Dementia.","10.1212/WNL.0000000000213556","10.1212_WNL.0000000000213556"
"749",795,"Could Right Coronary Artery-Aorta Angle be Used to Predict Atherosclerotic Lesion Localization in Critical Site of the Right Coronary Artery in Patients With Right Dominancy?","10.1002/ccd.31532","10.1002_ccd.31532"
"750",796,"The concise machine learning prediction models for suicide attempt in China: Based on demographic and social factors.","10.1016/j.jad.2025.119634","10.1016_j.jad.2025.119634"
"751",797,"Multimodality Ultrasound Utilizing Microvascular Flow Imaging and Shear Wave Elastography to Guide Fine-Needle Aspiration of Thyroid Lesions: A Prospective Study Validating Pattern-Based Microvascular Classification.","10.1089/thy.2024.0586","10.1089_thy.2024.0586"
"752",798,"Improving preventive screening efficiency: A population-based model of age-specific mammographic density for breast Cancer detection in Saudi Arabia.","10.1016/j.pmedr.2025.103321","10.1016_j.pmedr.2025.103321"
"753",800,"Prognostic Value of Main Pulmonary Artery Diameter in Pulmonary Arterial Hypertension.","10.1016/j.chest.2025.02.012","10.1016_j.chest.2025.02.012"
"754",801,"Application of systemic immune-inflammation index in survival prediction after radical resection of gallbladder cancer: A multicenter retrospective clinical study.","10.1016/j.ejso.2025.110267","10.1016_j.ejso.2025.110267"
"755",803,"Association of insulin resistance-related indicators with cardiovascular disease in Chinese people with different glycemic states.","10.3389/fendo.2025.1515559","10.3389_fendo.2025.1515559"
"756",804,"Clinical Utility of Salivary Steroid Profiling for the Differential Diagnosis of Adrenal Diseases.","10.1210/clinem/dgaf499","10.1210_clinem_dgaf499"
"757",805,"Deep Learning for Diagnosis of Tinea Corporis and Tinea Cruris.","10.1177/12034754251391809","10.1177_12034754251391809"
"758",806,"Early MRI-Derived Volumetric Thresholds Predict Response and Guide Personalization in HER2-Positive Breast Cancer: A Retrospective Study.","10.3390/biomedicines13122906","10.3390_biomedicines13122906"
"759",807,"Adding social determinants of health to the equation: Development of a cardiometabolic disease staging model using clinical and social determinants of health to predict type 2 diabetes.","10.1111/dom.16241","10.1111_dom.16241"
"760",808,"Artificial intelligence for early detection of lung cancer in GPs' clinical notes: a retrospective observational cohort study.","10.3399/BJGP.2023.0489","10.3399_BJGP.2023.0489"
"761",809,"Beyond Time-Based Billing: An AI-Enabled Complexity Model for Secure Message Reimbursement.","10.1177/15305627251377376","10.1177_15305627251377376"
"762",810,"Deep learning algorithm assisting diagnosis of prostate cancer extracapsular extension based on [18F]PSMA-1007 PET/CT and multiparametric MRI: A multicenter study.","10.1038/s41391-025-01063-7","10.1038_s41391-025-01063-7"
"763",811,"Prognostic Models for Overall and Disease-Specific Survival in Palate Squamous Cell Carcinoma: Implications for Postoperative Radiotherapy.","10.1002/hed.28172","10.1002_hed.28172"
"764",812,"Predicting variables associated with diagnostic reevaluation of transient congenital hypothyroidism.","10.6065/apem.2448164.082","10.6065_apem.2448164.082"
"765",813,"Which grading system better predicts 28-day mortality in nontraumatic subarachnoid hemorrhage: Traditional clinical scores or combined grading systems?","10.1111/acem.15121","10.1111_acem.15121"
"766",814,"Development of a predictive tool for long-term prognosis in clear cell adenocarcinoma of the cervix: a large population-based real-world study.","10.3389/fmed.2025.1606685","10.3389_fmed.2025.1606685"
"767",815,"Psychometric validation of comprehensive coordination scale to assess the advanced coordination ability in people with stroke.","10.23736/S1973-9087.25.08784-2","10.23736_S1973-9087.25.08784-2"
"768",816,"Exhaled volatile organic compounds as novel biomarkers for early detection of COPD, asthma, and PRISm: a cross-sectional study.","10.1186/s12931-025-03242-5","10.1186_s12931-025-03242-5"
"769",817,"Predicting intraoperative blood loss risk in severe lumbar disc herniation patients undergoing PLIF: a multicenter cohort study using ensemble learning.","10.1097/JS9.0000000000002730","10.1097_JS9.0000000000002730"
"770",818,"Predicting carotid in-stent restenosis with dual-energy CT: a multicenter study.","10.1007/s00330-025-12109-8","10.1007_s00330-025-12109-8"
"771",819,"Predictive modelling for prostate cancer aggressiveness using non-invasive MRI techniques.","10.1016/j.radi.2025.102961","10.1016_j.radi.2025.102961"
"772",820,"Artificial intelligence-powered copilots for precision diagnosis and surgical assessment of histological growth patterns in resectable colorectal liver metastases: a prospective study.","10.1097/JS9.0000000000002922","10.1097_JS9.0000000000002922"
"773",821,"Relationship between traditional and non-traditional obesity parameters and diabetes and early-onset diabetes: an analysis based on a large cohort.","10.3389/fendo.2025.1593917","10.3389_fendo.2025.1593917"
"774",822,"Improving healthcare sustainability using advanced brain simulations using a multi-modal deep learning strategy with VGG19 and bidirectional LSTM.","10.3389/fmed.2025.1574428","10.3389_fmed.2025.1574428"
"775",823,"A Nomogram to Predict the Histologic Grade in Patients With Soft Tissue Sarcoma Based on the Contrast-Enhanced Ultrasound.","10.1016/j.ultrasmedbio.2025.08.004","10.1016_j.ultrasmedbio.2025.08.004"
"776",824,"Identification of ferroptosis-related genes as diagnostic biomarkers and therapeutic targets in sorafenib-resistant HCC via machine learning and experimental validation.","10.1016/j.intimp.2025.115557","10.1016_j.intimp.2025.115557"
"777",825,"Preoperative identification of the risk factors of cervical lymph node metastasis in medullary thyroid carcinoma.","10.3389/fendo.2025.1576955","10.3389_fendo.2025.1576955"
"778",826,"Expression of miR-339-3p and OPRM1 in relation to sperm function in male infertility.","10.1111/andr.70121","10.1111_andr.70121"
"779",827,"Blood Immunophenotyping in Prediction of Gestational Hypertensive Conditions.","10.3390/biomedicines13123122","10.3390_biomedicines13123122"
"780",828,"Early prediction of septic shock in ICU patients using machine learning: development, external validation, and explainability with SHAP.","10.1016/j.ijmedinf.2025.106169","10.1016_j.ijmedinf.2025.106169"
"781",829,"Associations between metabolic-inflammatory biomarkers and Helicobacter pylori infection: an interpretable machine learning prediction approach.","10.3389/fnut.2025.1674585","10.3389_fnut.2025.1674585"
"782",830,"Defining the Optimal Radiation-induced Lymphopenia Metric to Discern Its Survival Impact in Esophageal Cancer.","10.1016/j.ijrobp.2024.12.014","10.1016_j.ijrobp.2024.12.014"
"783",831,"Predicting textbook outcome after pancreaticoduodenectomy for invasive intraductal papillary mucinous neoplasm: An international validation cohort study.","10.1016/j.surg.2025.109656","10.1016_j.surg.2025.109656"
"784",832,"Interpretable LLM-Based Detection of Loose Associations Using Synthetic Speech Data in Early Psychosis.","10.1093/schbul/sbaf125","10.1093_schbul_sbaf125"
"785",833,"Nomogram as a novel predictive tool for postoperative pneumonia after endoscopic submucosal dissection for superficial esophageal carcinomas: a multicenter retrospective study.","10.1007/s00464-024-11473-8","10.1007_s00464-024-11473-8"
"786",834,"Differential Expression of Disulfidptosis-Related Genes in Spinal Cord Injury and Their Role in the Immune Microenvironment.","10.1007/s12035-025-04931-4","10.1007_s12035-025-04931-4"
"787",835,"Beyond TNM staging: Machine learning of individualized colon cancer outcomes.","10.1016/j.surg.2025.109571","10.1016_j.surg.2025.109571"
"788",837,"Construction and validation of a nomogram prediction model for antiviral efficacy based on clinical characteristics and intestinal microflora distribution in patients with chronic hepatitis B.","10.3389/fmed.2025.1542104","10.3389_fmed.2025.1542104"
"789",838,"Construction and verification of a risk factor prediction model for neonatal severe pneumonia.","10.3389/fmed.2025.1536705","10.3389_fmed.2025.1536705"
"790",839,"Global climate change and Macadamia habitat suitability: MaxEnt-based prediction under future scenarios.","10.3389/fpls.2025.1658566","10.3389_fpls.2025.1658566"
"791",840,"Real-world deployment of a fine-tuned pathology foundation model for lung cancer biomarker detection.","10.1038/s41591-025-03780-x","10.1038_s41591-025-03780-x"
"792",841,"Factors Influencing Chronic Pain After Hysterectomy for Uterine Fibroids: Development and Validation of a Nomogram Prediction Model.","10.2147/JPR.S523744","10.2147_JPR.S523744"
"793",842,"Machine learning prediction of HER2-low expression in breast cancers based on hematoxylin-eosin-stained slides.","10.1186/s13058-025-01998-8","10.1186_s13058-025-01998-8"
"794",843,"Clinical diagnosis of cerebral amyloid angiopathy related hemorrhage in China: Simplified Edinburgh criteria and Boston criteria version 2.0.","10.1177/23969873241309513","10.1177_23969873241309513"
"795",844,"Construct validity, reliability and interpretability of the Turkish version of the TENDINopathy Severity Assessment - Achilles (TENDINS-A) questionnaire.","10.1016/j.fas.2025.11.009","10.1016_j.fas.2025.11.009"
"796",845,"Preoperative malnutrition is a risk factor for prolonged postoperative ileus for patients undergoing gastrointestinal surgery.","10.3389/fnut.2025.1561264","10.3389_fnut.2025.1561264"
"797",846,"B.T.C.H. nephrolithometry score: a novel scoring system to predict stone-free rate and complexity for ultrasound-guided percutaneous nephrolithotomy.","10.3389/fmed.2025.1557702","10.3389_fmed.2025.1557702"
"798",847,"Combined predictive value of uric acid and serum lipid for stroke events in non-valvular atrial fibrillation patients.","10.3389/fcvm.2025.1569904","10.3389_fcvm.2025.1569904"
"799",848,"Brain State of the Newborn as a Biomarker for Brain Injury in Infants with Hypoxic-Ischemic Encephalopathy.","10.1016/j.jpeds.2025.114702","10.1016_j.jpeds.2025.114702"
"800",849,"Etiology and clinical significance of peripheral blood cytokines in geriatric patients with pulmonary infections.","10.3389/fmed.2025.1680586","10.3389_fmed.2025.1680586"
"801",850,"Prediction of major outcomes in patients with malignant hypertension using machine learning: A report from the West Birmingham malignant hypertension registry.","10.1111/eci.70052","10.1111_eci.70052"
"802",851,"SbD4Skin by EosCloud: Integrating multi-view molecular representation for predicting skin sensitization, irritation, and acute dermal toxicity.","10.1016/j.csbj.2025.08.001","10.1016_j.csbj.2025.08.001"
"803",853,"Construction and Validation of a Prediction Model for Postoperative Fatigue Syndrome in Chinese Patients with Lung Cancer.","10.1177/01939459251325490","10.1177_01939459251325490"
"804",855,"Development and validation of a prediction model for gestational diabetes mellitus based on clinical characteristics and laboratory biomarkers among Chinese women.","10.1016/j.numecd.2025.104065","10.1016_j.numecd.2025.104065"
"805",856,"Simple cystic lesions of the pancreas: image quality and diagnostic accuracy of photon-counting detector computed tomography.","10.1007/s11547-025-02015-w","10.1007_s11547-025-02015-w"
"806",857,"Machine Learning-Driven Extracellular Vesicles Peptidomics Powers Precision Classification of Endometrial Cancer.","10.1021/acs.analchem.5c02234","10.1021_acs.analchem.5c02234"
"807",858,"Wide-field OCTA quantified peripheral nonperfusion areas predict the risk of subclinical neovascularization.","10.1038/s41433-025-03891-2","10.1038_s41433-025-03891-2"
"808",859,"Development and validation of a deep learning ultrasound radiomics model for predicting drug resistance in lymph node tuberculosis a multicenter study.","10.1097/JS9.0000000000002850","10.1097_JS9.0000000000002850"
"809",860,"Predictive Value of Postnatal Weight Gain Rate for Severe Retinopathy of Prematurity in Preterm Infants: A Retrospective Analysis.","10.2147/JMDH.S528155","10.2147_JMDH.S528155"
"810",861,"Leveraging large language models for preoperative prevention of cardiopulmonary bypass-associated acute kidney injury.","10.1080/0886022X.2025.2509786","10.1080_0886022X.2025.2509786"
"811",862,"Performance of the FORD Versus Other Available Models for the Noninvasive Prediction of Pulmonary Hypertension in Patients with Interstitial Lung Disease.","10.1007/s00408-024-00783-2","10.1007_s00408-024-00783-2"
"812",863,"SHOX2 and RASSF1A methylation in diagnosing malignant pleural effusion induced by lung cancer.","10.1016/j.cca.2025.120273","10.1016_j.cca.2025.120273"
"813",864,"Using the QRS-VHis Interval-based Algorithm to Optimize the Ablation Process of Outflow Tract Premature Ventricular Complexes.","10.1016/j.cjca.2025.02.032","10.1016_j.cjca.2025.02.032"
"814",865,"Prediction Analysis of Integrative Quality Zones for Corydalis yanhusuo W. T. Wang Under Climate Change: A Rare Medicinal Plant Endemic to China.","10.3390/biology14080972","10.3390_biology14080972"
"815",866,"Competing risk nomogram for predicting cancer-specific survival in patients with primary bone diffuse large B-cell lymphoma: a SEER-based retrospective study.","10.3389/fmed.2025.1572919","10.3389_fmed.2025.1572919"
"816",868,"Optimizing responsive neurostimulation targeting based on interictal high-frequency oscillations and phase-amplitude coupling.","10.1111/epi.18675","10.1111_epi.18675"
"817",869,"Determining a Treatment Threshold Value for Endometrial Thickness in Women with Breast Cancer Receiving Tamoxifen.","10.2147/IJWH.S531872","10.2147_IJWH.S531872"
"818",870,"Risk prediction of functional disability among middle-aged and older adults with arthritis: A nationwide cross-sectional study using interpretable machine learning.","10.1016/j.ijotn.2025.101161","10.1016_j.ijotn.2025.101161"
"819",871,"Development of machine learning models to predict clinical outcome and recovery time in dogs with parvovirus enteritis.","10.3389/fvets.2025.1555714","10.3389_fvets.2025.1555714"
"820",872,"Hierarchical attention fusion of EUS-doppler features for GISTs risk assessment.","10.1016/j.compmedimag.2025.102584","10.1016_j.compmedimag.2025.102584"
"821",873,"Segmental Pulse Volume Recordings at the Forefoot Level as a Valuable Diagnostic Tool for Detection of Peripheral Arterial Disease in the Diabetic Foot Syndrome.","10.3390/biomedicines13061281","10.3390_biomedicines13061281"
"822",874,"Machine learning-based hemodynamics quantitative assessment of pulmonary circulation using computed tomographic pulmonary angiography.","10.1016/j.ijcard.2025.133457","10.1016_j.ijcard.2025.133457"
"823",875,"Sex-Based Differences in Prenatal and Perinatal Predictors of Autism Spectrum Disorder Using Machine Learning With National Health Data.","10.1002/aur.70054","10.1002_aur.70054"
"824",876,"Recurrent laryngeal nerve thermal injury in radiofrequency ablation for papillary thyroid carcinoma and related risk factors: a prospective large cohort study.","10.1007/s00330-025-11448-w","10.1007_s00330-025-11448-w"
"825",877,"Risk Factors for Postpartum Hemorrhage Following Vaginal Deliveries in China: A Case-Control Study of Second Births After IUD Removal.","10.2147/IJWH.S516263","10.2147_IJWH.S516263"
"826",878,"Mesopic and Low-Contrast Visual Acuity Deficits in Retinitis Pigmentosa: Clinical Markers for Early Functional Impairment.","10.3390/jcm14165659","10.3390_jcm14165659"
"827",879,"AI-Enhanced Fluorescein Angiography Detection of Diabetes-Induced Silent Retinal Capillary Dropout and RNA-Seq Identification of Pre-Symptomatic Biomarkers.","10.3390/biomedicines13081926","10.3390_biomedicines13081926"
"828",881,"VAE-Surv: A novel approach for genetic-based clustering and prognosis prediction in myelodysplastic syndromes.","10.1016/j.cmpb.2025.108605","10.1016_j.cmpb.2025.108605"
"829",883,"Patient-centred composite scores as tools for assessment of response to biological therapy for paediatric and adult severe asthma.","10.1183/13993003.00691-2024","10.1183_13993003.00691-2024"
"830",884,"Deep learning-based MVIT-MLKA model for accurate classification of pancreatic lesions: a multicenter retrospective cohort study.","10.1007/s11547-025-01949-5","10.1007_s11547-025-01949-5"
"831",886,"Lower Limb Bone Mineral Density Reduction is Closely Relative With Diabetic Peripheral Neuropathy in the Postmenopausal Women and Men Over 50 Years Old With T2DM: A cross-Sectional, Controlled Study.","10.1007/s00223-025-01397-3","10.1007_s00223-025-01397-3"
"832",887,"Plasma and urine metabolomics for the identification of diagnostic biomarkers for sulfur mustard-induced lung injury.","10.1016/j.intimp.2025.114515","10.1016_j.intimp.2025.114515"
