"key","pmid","title","abstract","publicationDate","journal"
255,"39878853","Impact of impaired renal function on kinetics of high-sensitive cardiac troponin following cardiac surgery.","Impaired renal function can increase cardiac troponin levels due to reduced elimination, potentially affecting its diagnostic utility. Limited data exist on high-sensitivity cardiac troponin I (hs-cTnI) kinetics after cardiac surgery relative to renal function. This study evaluates how impaired renal function influences hs-cTnI kinetics following cardiac surgery, distinguishing between patients with and without postoperative myocardial infarction (PMI). We conducted a retrospective analysis of adult patients who underwent elective cardiac surgery at our hospital from January 2013 to May 2019. Serial hs-cTnI measurements were taken from baseline up to 48 h post-surgery. Renal function was assessed using the MDRD formula, defining impaired renal function as a GFR < 60 ml/min. Acute kidney injury (AKI) was based on postoperative creatinine levels, and PMI was defined by ARC-2 criteria. Predictors of long-term all-cause mortality were analyzed using Cox regression. Out of 14,355 patients (51.4% CABG, 39.4% valvular procedures, 9.2% thoracic aortic procedures), 139 (1.0%) had PMI. Hs-cTnI levels were higher in patients with impaired renal function across the cohort and in those without PMI. However, in patients with PMI, hs-cTnI levels did not vary significantly with renal function. Elevated hs-cTnI ≥ 213 times the upper limit of normal was a significant predictor of long-term mortality regardless of renal function (hazard ratio: 1.28, 95% CI: 1.17-1.40, p < 0.001), but early postoperative hs-cTnI measures held poor discriminatory yield to predict PMI with an AUC of 0.55 (95% confidence intervals: 0.54-0.56). Renal function and acute kidney injury affect hs-cTnI kinetics post-surgery only in patients without PMI. Elevated hs-cTnI remains a strong predictor of long-term mortality, independent of renal function, but early postoperative detection of PMI requires additional metrics, including ECG, transthoracic echocardiography (TTE), and signs of hemodynamic instability.","2025","Clinical research in cardiology : official journal of the German Cardiac Society"
256,"39878620","Association of estrogen and progesterone receptor polymorphisms with idiopathic thin endometrium.","The research question is as follows: Are estrogen and progesterone receptor genotypes associated with thin endometrium? We performed a prospective cohort study of 129 patients who underwent preimplantation genetic testing for aneuploidies. These patients were categorized according to endometrial thickness: >7 mm control group (n = 94) and ≤7 mm study group (n = 35). Polymorphisms in the genes ESR1 (rs9340799 and rs3138774), ESR2 (rs1256049 and rs4986938), and PGR (rs1042838) were analyzed. Regarding genotype distribution, the GA/AA genotype frequency for rs4986938-ESR2 was higher in the thin endometrium group (80% in the study group vs. 50% in the control group; P = 0.002), as well as the GG genotype of PGR (8.6% in the study group vs. 0% in the control group; P = 0.002). No differences were observed for the remaining genotypes. In terms of clinical data, the pregnancy rate after euploid embryo transfer was lower in patients with the AA genotype for rs4986938-ESR2 (18.2% AA vs. 40.8% GA vs. 44.0% GG; P = 0.039). Finally, a predictive pregnancy model was developed using clinical data and ESR2 and PGR genotypes, with an area under the curve of 0.76, sensitivity of 64%, and specificity of 76%. The genetic variants rs4986938 in the ESR2 gene and rs1042838 in the PGR gene seem to correlate with idiopathic thin endometrium. In addition, the rs4986938 polymorphism in the ESR2 gene is associated with pregnancy rate. Finally, a predictive model combining clinical data and patient genetic profiles has been proposed to predict clinical pregnancy outcomes.","2025","Pharmacogenetics and genomics"
257,"39878595","Radiogenomic explainable AI with neural ordinary differential equation for identifying post-SRS brain metastasis radionecrosis.","Stereotactic radiosurgery (SRS) is widely used for managing brain metastases (BMs), but an adverse effect, radionecrosis, complicates post-SRS management. Differentiating radionecrosis from tumor recurrence non-invasively remains a major clinical challenge, as conventional imaging techniques often necessitate surgical biopsy for accurate diagnosis. Machine learning and deep learning models have shown potential in distinguishing radionecrosis from tumor recurrence. However, their clinical adoption is hindered by a lack of explainability, limiting understanding and trust in their diagnostic decisions. To utilize a novel neural ordinary differential equation (NODE) model for discerning BM post-SRS radionecrosis from recurrence. This approach integrates image-deep features, genomic biomarkers, and non-image clinical parameters within a synthesized latent feature space. The trajectory of each data sample towards the diagnosis decision can be visualized within this feature space, offering a new angle on radiogenomic data analysis foundational for AI explainability. By hypothesizing that deep feature extraction can be modeled as a spatiotemporally continuous process, we designed a novel model based on heavy ball NODE (HBNODE) in which deep feature extraction was governed by a second-order ODE. This approach enabled tracking of deep neural network (DNN) behavior by solving the HBNODE and observing the stepwise derivative evolution. Consequently, the trajectory of each sample within the Image-Genomic-Clinical (I-G-C) space became traceable. A decision-making field (F) was reconstructed within the feature space, with its gradient vectors directing the data samples' trajectories and intensities showing the potential. The evolution of F reflected the cumulative feature contributions at intermediate states to the final diagnosis, enabling quantitative and dynamic comparisons of the relative contribution of each feature category over time. A velocity curve was designed to determine key intermediate states (locoregional ∇F = 0) that are most predictive. Subsequently, a non-parametric model aggregated the optimal solutions from these key states to predict outcomes. Our dataset included 90 BMs from 62 NSCLC patients, and 3-month post-SRS T1+c MR image features, seven NSCLC genomic features, and seven clinical features were analyzed. An 8:2 train/test assignment was employed, and five independent models were trained to ensure robustness. Performance was benchmarked in sensitivity, specificity, accuracy, and ROCAUC, and results were compared against (1) a DNN using only image-based features, and (2) a combined ""I+G+C"" features without the HBNODE model. The temporal evolution of gradient vectors and potential fields in F suggested that clinical features contribute the most during the initial stages of the HBNODE implementation, followed by imagery features taking dominance in the latter ones, while genomic features contribute the least throughout the process. The HBNODE model successfully identified and assembled key intermediate states, exhibiting competitive performance with an ROCAUC of 0.88 ± 0.04, sensitivity of 0.79 ± 0.02, specificity of 0.86 ± 0.01, and accuracy of 0.84 ± 0.01, where the uncertainties represent standard deviations. For comparison, the image-only DNN model achieved an ROCAUC of 0.71 ± 0.05 and sensitivity of 0.66 ± 0.32 (p = 0.086), while the ""I+G+C"" model without HBNODE reported an ROCAUC of 0.81 ± 0.02 and sensitivity of 0.58 ± 0.11 (p = 0.091). The HBNODE model effectively identifies BM radionecrosis from recurrence, enhancing explainability within XAI frameworks. Its performance encourages further exploration in clinical settings and suggests potential applicability across various XAI domains.","2025","Medical physics"
258,"39878270","Computed tomography-based prediction of interval cytoreduction in advanced ovarian cancer.","Our retrospective study aimed to investigate the role of computed tomography (CT) using both the tomographic Fagotti index and the Sugarbaker peritoneal cancer index (PCI) in predicting the feasibility of optimal interval debulking surgery in epithelial ovarian cancer. Patients with advanced ovarian cancer treated in our institution who were eligible for interval debulking surgery were identified and included in the study. A retrospective image collection was operated, and CT scan evaluations were conducted by 2 independent radiologists to establish both scores (Fagotti index and Sugarbaker PCI). The workflow included a third radiologist who resolved discrepancies. The receiver operating characteristics curve followed by the Youden J statistic was calculated to determine cutoff points that best differentiated complete/optimal versus suboptimal cytoreduction. The Fagotti index and Sugarbaker PCI cutoffs' accuracy, sensitivity, specificity, positive predictive value, and negative predictive value were calculated and represented as 95% CIs. A total of 60 consecutive patients who had complete information in their charts with evaluable images and complete information about surgery were evaluated; of these, 35 had a complete/optimal interval debulking surgery. The receiver operating characteristic curve of the Fagotti index scoring system showed that a cutoff of ≥3 can identify 100% of inoperable patients. However, 29% of patients were falsely labeled as inoperable. A cutoff point of ≥5 avoids 88% of unnecessary laparotomies, reducing the rate of false inoperable designation from 29% to 17%. A Sugarbaker PCI of ≥8 predicts the risk of unnecessary laparotomies in 68%, with 26% falsely labeled as inoperable. The score of ≥7 is most effective in avoiding unnecessary surgeries (80%), but the chance of false positives increases from 26% to 32%. CT-based scoring systems used in the present work can help determine which patients with advanced ovarian cancer are suitable for interval debulking surgery with high precision. Future studies are needed to enhance accuracy, thereby amplifying the radiologists' competency in using a systematic CT-based scoring system.","2025","International journal of gynecological cancer : official journal of the International Gynecological Cancer Society"
259,"39878176","Integration of Apolipoprotein B into the SCORE2 Framework: Implications for Cardiovascular Risk Prediction.","To evaluate whether integrating Apolipoprotein B (ApoB) into the SCORE2 cardiovascular risk prediction framework improves its predictive accuracy and clinical applicability within the UK Biobank population. A 10-year prospective cohort study was conducted with 448,303 UK Biobank participants eligible for SCORE2 calculation. Three approaches were employed: (1) threshold analysis to determine the optimal ApoB cutoff for cardiovascular disease (CVD) risk prediction using Youden's Index, (2) assessment of the synergistic effect of SCORE2 and ApoB through concordant and discordant classifications, and (3) recalibration of the SCORE2 model by incorporating ApoB as an additional predictor. Each 0.2 g/L increase in ApoB was associated with an increased subdistribution hazard for CVD events (SHR: 1.13; 95% CI: 1.11-1.14, p < 0.001), accounting for non-cardiovascular death as a competing risk. Threshold analysis identified an optimal ApoB cutoff at 1.18 g/L; however, it demonstrated limited discriminatory performance (area under the curve 0.54), with low sensitivity (32.4%) and moderate specificity (74.4%). Individuals with both low ApoB (<1.18 g/L) and low SCORE2 risk (<5%) had a lower CVD incidence rate (232.51 per 100,000 person-years) compared to those identified as low risk by SCORE2 alone (253.69 per 100,000 person-years). Integration of ApoB into the SCORE2 model did not significantly improve the model discrimination, calibration and net reclassification improvement. ApoB exhibited a dose-response relationship with cardiovascular risk but had limited standalone predictive utility within the UK Biobank population. However, combining ApoB with SCORE2 thresholds improved the identification of low-risk individuals, suggesting a complementary role for ApoB in refining cardiovascular risk stratification.","2025","European journal of preventive cardiology"
260,"39878125","Incorporating an Elevated Perfusion Index in the Right Hand Enhanced Screening Sensitivity for Critical Aortic Arch Obstruction in Newborn Infants.","Newborn infants with critical aortic arch obstruction are often undiagnosed at discharge, despite screening. This study investigated if adding the perfusion index improved early detection. We retrospectively studied 38 newborn infants with critical aortic arch obstruction, who were routinely screened in 2014-2019 by 13 Swedish hospitals using pulse oximetry and the perfusion index. They were identified through surgery records and national mortality databases. The controls were 512 healthy newborn infants from one hospital. Optimal perfusion index cut-offs were determined using frequency distribution analysis. The groups had similar median gestational ages and birth weight. No infants with critical aortic arch obstruction were diagnosed just because of a positive perfusion index result. However, the right-hand perfusion index was significantly higher in the cases than in controls (p < 0.001). A perfusion index of > 3%, or positive pulse oximetry or positive physical examination, yielded 76% sensitivity and 85% specificity, with an area under the receiver operating characteristic curve of 0.81 (range 0.73-0.89, p < 0.0001). Pulse oximetry and just neonatal physical examinations had a lower sensitivity (45%, p = 0.009). A high perfusion index in the right hand enhanced critical aortic arch obstruction screening and repeated measurements should be explored to minimise false positives.","2025","Acta paediatrica (Oslo, Norway : 1992)"
261,"39877979","Cross-cultural validation of plasma p-tau217 and p-tau181 as precision biomarkers for amyloid PET positivity: An East Asian study in Taiwan and Korea.","Plasma phosphorylated tau (p-tau) biomarkers have improved Alzheimer's disease (AD) diagnosis, but data from diverse Asian populations are limited. This study evaluated plasma p-tau217 and p-tau181 levels in Korean and Taiwanese populations. All participants (n = 270) underwent amyloid positron emission tomography (PET) and blood tests. Plasma p-tau model-derived probabilities of amyloid PET positivity (amyloid beta [Aβ]+) classified participants into low-, intermediate-, or high-risk groups. In both cohorts, plasma p-tau217 outperformed p-tau181, especially in cognitively unimpaired participants (area under the curve = 0.921 [p-tau217] vs. 0.769 [p-tau181], Pdifference = 0.022). Including apolipoprotein E status and glial fibrillary acidic protein improved model fit. The negative predictive value of the low-risk group and positive predictive value of the high-risk group were 97.5% and 86.0%, respectively. Plasma p-tau217 and p-tau181 effectively predict Aβ+ among culturally different Asian populations. P-tau217 performed better, especially in the early stages of AD. Plasma p-tau217-based models reduced intermediate-risk classifications, suggesting fewer amyloid PET scans needed to confirm the diagnosis. The efficacy of plasma phosphorylated tau (p-tau)217 and p-tau181 was analyzed in two Asian populations. Plasma p-tau217 performs better in predicting amyloid positron emission tomography positivity, especially in cognitively unimpaired subjects. Adding apolipoprotein E and glial fibrillary acidic protein to p-tau improved model accuracy. The models from each cohort were confirmed in the other cohort. Plasma p-tau-based risk stratification may reduce the need for confirmatory tests.","2025","Alzheimer's & dementia : the journal of the Alzheimer's Association"
262,"39877716","Machine learning prediction of hepatic encephalopathy for long-term survival after transjugular intrahepatic portosystemic shunt in acute variceal bleeding.","Transjugular intrahepatic portosystemic shunt (TIPS) is an effective intervention for managing complications of portal hypertension, particularly acute variceal bleeding (AVB). While effective in reducing portal pressure and preventing rebleeding, TIPS is associated with a considerable risk of overt hepatic encephalopathy (OHE), a complication that significantly elevates mortality rates. To develop a machine learning (ML) model to predict OHE occurrence post-TIPS in patients with AVB using a 5-year dataset. This retrospective single-center study included 218 patients with AVB who underwent TIPS. The dataset was divided into training (70%) and testing (30%) sets. Critical features were identified using embedded methods and recursive feature elimination. Three ML algorithms-random forest, extreme gradient boosting, and logistic regression-were validated via 10-fold cross-validation. SHapley Additive exPlanations analysis was employed to interpret the model's predictions. Survival analysis was conducted using Kaplan-Meier curves and stepwise Cox regression analysis to compare overall survival (OS) between patients with and without OHE. The median OS of the study cohort was 47.83 ± 22.95 months. Among the models evaluated, logistic regression demonstrated the highest performance with an area under the curve (AUC) of 0.825. Key predictors identified were Child-Pugh score, age, and portal vein thrombosis. Kaplan-Meier analysis revealed that patients without OHE had a significantly longer OS (P = 0.005). The 5-year survival rate was 78.4%, with an OHE incidence of 15.1%. Both actual OHE status and predicted OHE value were significant predictors in each Cox model, with model-predicted OHE achieving an AUC of 88.1 in survival prediction. The ML model accurately predicts post-TIPS OHE and outperforms traditional models, supporting its use in improving outcomes in patients with AVB.","2025","World journal of gastroenterology"
263,"39877537","Risk prediction models for feeding intolerance in patients with enteral nutrition: a systematic review and meta-analysis.","Although more risk prediction models are available for feeding intolerance in enteral-nourishment patients, it is still unclear how well these models will work in clinical settings. Future research faces challenges in validating model accuracy across populations, enhancing interpretability for clinical use, and overcoming dataset limitations. To thoroughly examine studies that have been published on feeding intolerance risk prediction models for enteral nutrition patients. Conducted a systematic review and meta-analysis of observational studies. A comprehensive search of the literature was conducted using a range of databases, including China National Knowledge Infrastructure (CNKI), Wanfang Database, China Science and Technology Journal Database (VIP), SinoMed, PubMed, Web of Science, The Cochrane Library, Cumulative Index to Nursing and Allied Health Literature (CINAHL) and Embase. The search scope was confined to articles within the database from its inception until August 12th, 2024. The data from the selected studies should be extracted, including study design, subjects, duration of follow-up, data sources, outcome measures, sample size, handling of missing data, continuous variable handling methods, variable selection, final predictors, model development and performance, and form of model presentation. The applicability and bias risk were evaluated using the Prediction Model Risk of Bias Assessment Tool (PROBAST) checklist. A total of 1,472 studies were retrieved. Following the selection criteria, 18 prediction models sourced from 14 studies were incorporated into this review. In the field of model construction, only one study employed the use of multiple machine-learning techniques for the development of a model. In contrast, the remaining studies used logistic regression to construct FI risk prediction models. The incidence of FI in enteral nutrition was 32.4-63.1%. The top five predictors included in the model were APACHE II, age, albumin levels, intra-abdominal pressure, and mechanical ventilation. The reported AUC, or area under the curve, exhibited a range of values between 0.70 and 0.921. All studies were identified as having a high risk of bias, primarily due to the use of inappropriate data sources and inadequate reporting within the analysis domain. Although the included studies reported a certain degree of discriminatory power in their predictive models to identify feeding intolerance in patients undergoing enteral nutrition, the PROBAST assessment tool deemed all the included studies to carry a significant risk of bias. Future research should emphasize the development of innovative predictive models. These endeavors should incorporate more extensive and diverse sample sizes, adhere to stringent methodological designs, and undergo rigorous multicenter external validation to ensure robustness and generalizability. Identifier CRD42024585099, https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=585099.","2024","Frontiers in nutrition"
264,"39876767","Biases in the performance of FRAX without BMD in predicting fracture risk in a multiethnic population with diabetes: the Diabetes & Aging Study.","Fracture risk calculators, such as the Fracture Risk Assessment Tool (FRAX), calculate the risk of major osteoporotic (MOF) and hip fracture, but do not account for the excess risk of fracture in people with diabetes. We examined the predictive performance of FRAX without BMD in ethnically diverse, older patients with diabetes. Patients included were between ages 65-89 from the Kaiser Permanente Northern California Diabetes Registry and not already taking osteoporosis medications. Race and ethnicity were self-identified. We calculated FRAX without BMD based on baseline characteristics and assessed how well FRAX predicted MOF and hip fracture over follow-up. Predictive performance was based on measures of discrimination (area under the receiver operator curve, AUC) and calibration (observed-to-predicted ratio, O/P). We identified 96 914 patients (47.0% female), of whom 5383 (5.6%) and 1767 (1.8%) had MOF and hip fracture, respectively, over a mean follow-up of 4.3 years. The AUC for MOF and hip fracture were 0.72 and 0.77, respectively. FRAX mildly underestimated MOF and hip fracture rates (O/P 1.2 for both) overall. Discrimination was similar by race and ethnicity and diabetes duration but was worse in those over age 75 (AUC < 0.7). In some groups, there were substantial calibration errors, such as Hispanic women (O/P: 1.8 and 1.5), Black men (O/P: 1.5 and 1.8), those with duration of diabetes ≥20 years (O/P: 1.6 and 1.5), and those over the age of 80 (O/P: 1.4 and 1.2) for MOF and hip fracture, respectively. While the discriminatory performance of FRAX without BMD was good overall in patients with diabetes, it underestimated risk in Hispanic women, Black men, those with long duration of diabetes, and in the oldest patients with diabetes. These algorithmic biases suggest that diabetes-specific tools may be needed to stratify fracture risk in patients with diabetes.","2025","Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research"
265,"39876008","Glucagon: a potential protective factor against peripheral nerve compromise in patients with type 2 diabetes and obesity.","Increased glucagon levels are now recognized as a pathophysiological adaptation to counteract overnutrition in type 2 diabetes (T2D). This study aimed to elucidate the role of glucagon in peripheral nerve function in patients with T2D with different body mass indices (BMIs). We consecutively enrolled 174 individuals with T2D and obesity (T2D/OB, BMI ≥ 28 kg/m2), and 480 individuals with T2D and nonobesity (T2D/non-OB, BMI < 28 kg/m2), all of whom underwent oral glucose tolerance tests to determine the area under the curve for glucagon (AUCgla). Electromyography was utilized to assess overall composite Z-scores for latency, amplitude, and nerve conduction velocity (NCV) across all peripheral nerves, specifically examining the median, ulnar, common peroneal, posterior tibial, superficial peroneal, and sural nerves. In the T2D/OB group, the AUCgla exhibited a significant correlation with the latency, amplitude and NCV of each peripheral nerve, as well as with the overall composite Z-scores for latency (r = -0.283, p < 0.001), amplitude (r = 0.295, p < 0.001), and NCV (r = 0.362, p < 0.001). In contrast, the T2D/non-OB group did not exhibit obvious correlations between the AUCgla and the overall composite Z-scores for latency (r = -0.088, p = 0.056), amplitude (r = 0.054, p = 0.251), and NCV (r = 0.116, p = 0.012). Furthermore, multivariate linear regression analyses indicated that elevated AUCgla was independently associated with a lower overall composite Z-score for latency (β = -0.304, t = -3.391, p = 0.001), as well as higher overall composite Z-scores for amplitude (β = 0.256, t = 2.630, p = 0.010) and NCV (β = 0.286, t = 3.503, p = 0.001), after adjusting for other clinical covariates within the T2D/OB group. Increased glucagon levels may be a potential protective factor against peripheral nerve compromise in patients with T2D and obesity.","2025","Diabetology & metabolic syndrome"
266,"39875785","Molluscan marvels of Gujarat: exploring species distribution and conservation strategies using a spatial approach.","This study delves into the Molluscan diversity along the Gujarat coast, India, focusing on the distribution and habitat suitability of four key species: Cerithium caeruleum, Lunella coronata, Peronia verruculata, and Trochus radiatus. Utilizing species distribution models (SDMs) integrated with machine learning algorithms, we assessed the impact of environmental variables on the distribution patterns of these molluscs. Our findings reveal a nuanced understanding of habitat preferences, highlighting the critical roles of salinity, chlorophyll concentration, and water temperature. The MaxEnt model, with the highest area under the curve (AUC) value of 0.63, demonstrated moderate discrimination capability, suggesting room for enhancement in capturing complex ecological interactions. The spatial distribution analysis indicated a random arrangement of species, with no significant spatial autocorrelation observed. This research underscores the significance of advanced modelling techniques in predicting molluscan distributions, providing insights crucial for the conservation and sustainable management of marine biodiversity along the Gujarat coast. The study examined the distribution and habitat suitability of four key molluscan species-C. caeruleum, L. coronata, P. verruculata, and T. radiatus-along the Gujarat coast, India. By integrating SDMs with machine learning algorithms, we assessed how environmental variables such as salinity, chlorophyll concentration, and water temperature influence their distribution patterns. The MaxEnt model was employed, achieving an AUC value of 0.63, indicating moderate discrimination capability and suggesting potential areas for model refinement to better capture complex ecological interactions. Our analysis revealed no significant spatial autocorrelation, suggesting a random spatial distribution of these species. The results highlight the importance of using advanced modeling techniques to predict the distribution of molluscs, which is essential for the conservation and sustainable management of marine biodiversity along the Gujarat coast.","2025","Environmental science and pollution research international"
267,"39875749","18F-FDG PET/CT radiomic analysis and artificial intelligence to predict pathological complete response after neoadjuvant chemotherapy in breast cancer patients.","Build machine learning (ML) models able to predict pathological complete response (pCR) after neoadjuvant chemotherapy (NAC) in breast cancer (BC) patients based on conventional and radiomic signatures extracted from baseline [18F]FDG PET/CT. Primary tumor and the most significant lymph node metastasis were manually segmented in baseline [18F]FDG PET/CT of 52 newly diagnosed BC patients. Clinical parameters, NAC and conventional semiquantitative PET parameters were collected. The standard of reference considered was surgical pCR after NAC (ypT0;ypN0). Eight-hundred-fifty-four radiomic features (RFts) were extracted from both PET and CT datasets, according to IBSI; robust RFTs were selected. The cohort was split in training (70%) and validation (30%) sets. Four ML Models (Clinical Model, CT Model, PET Model_T and PET Model_T + N) each one with 3 learners (Random Forest (RF), Neural Network and Stochastic Gradient Descendent) were trained and tested using RFts and clinical signatures. PET Models were built considering robust RFTs extracted from either primary tumor alone (PET Model_T) or also including the reference lymph node (PET Model_T + N). 72 pathological uptakes (52 primary BC and 20 lymph node metastasis) at [18F]FDG PET/CT were segmented. pCR occurred in 44.2% cases. Twelve, 46 and 141 robust RFts were selected from CT Model, PET Model_T and PET Model_T + N, respectively. PET Models showed better performance than CT and Clinical Models. The best performances were obtained by the RF algorithm of the PET Model_T + N (AUC = 0.83;CA = 0.74;TP = 78%;TN = 72%). ML models trained on PET/CT radiomic features extracted from primary BC and lymph node metastasis could concur in the prediction of pCR after NAC and improve BC management.","2025","La Radiologia medica"
268,"39875671","Validation of mortality risk scores after esophagectomy.","Oncological esophagectomy is the mainstay in esophageal cancer treatment, but perioperative mortality remains a significant concern. Various scoring systems exist to identify patients at high risk for postoperative complications and death. In the following, we aim to evaluate and compare these different scoring systems. We analyzed data from 714 patients who underwent esophagectomy between 2002 and 2021. Each patient's risk was calculated using three models: the International Esodata Study Group (IESG) 90-day mortality risk prediction, the Steyerberg 30-day mortality score, and the Fuchs et al. preoperative in-hospital mortality score (Fuchs score). The diagnostic performance of these models was assessed using the area under the receiver operating characteristic (ROC) curves. Of the 714 patients, the majority (87.67%) underwent abdomino-thoracic esophagectomy with intrathoracic anastomosis. The IESG score classified 52.1% as very low, 26.6% low, 17.5% middle, 2.8% high, and 1% as very high risk, while the Fuchs score identified 94.5% as low-risk and 5.5% as high-risk patients. Mortality rates were 6.9% at 90 days, 3.4% at 30 days, and 6.7% in-hospital. The area under the ROC curve was 0.634 (95%CI: 0.557-0.712) for the IESG model, 0.637 (95%CI: 0.526-0.747) for the Steyerberg score, and 0.686 (95%CI: 0.611-0.760) for the Fuchs score. Existing risk score systems provide a possibility for preoperative risk stratification, particularly for identifying high-risk patients. However, due to their limited predictive ability, improvements are needed to apply these strategies effectively in clinical practice.","2025","Journal of cancer research and clinical oncology"
269,"39875667","Value of multi-parameter 123I-MIBG scintigraphy in the differential diagnosis of Parkinson's disease.","123I-MIBG scintigraphy plays a significant role in diagnosing Parkinson's disease (PD), with most studies primarily targeting cardiac uptake and relying on traditional ratio-based parameters for assessment. However, due to variations in scanning conditions and image processing methodologies, the clinical utility of different parameters remains a subject of debate. This study aims to evaluate the diagnostic accuracy of multi-parameter 123I-3-Iodobenzylguanidine (MIBG) scintigraphy and to identify the most reliable metrics for distinguishing PD from Parkinson-plus syndromes. We recruited 56 PD patients and 44 non-PD controls, who underwent 123I-MIBG scintigraphy and clinical evaluation. MIBG uptake and washout rates (WR) for the heart, salivary glands, and thyroid were assessed, with semi-quantitative methods used to calculate heart-to-mediastinum (H/M) and gland-to-background (P/B, S/B, T/B) ratios. Diagnostic efficacy was evaluated using receiver operating characteristic (ROC) curves. The H/M ratio and cardiac WR parameters scintigraphy exhibited excellent diagnostic efficacy for PD and PPS. The 4 h H/M ratio showed superior diagnostic performance with an area under the ROC curve (AUC) of 0.980. Background and time decay correction improved cardiac WR diagnostic performance (AUC = 0.963). Although P/B, S/B, and T/B ratios showed no significant differences for differential diagnosis, the WR values of the parotid and thyroid glands exhibited moderate diagnostic efficacy with AUCs of 0.648 and 0.638, respectively. The heart H/M ratio and cardiac WR in 123I-MIBG scintigraphy show high diagnostic efficacy for both diagnosing and differentiating PD. Including cardiac WR in routine assessments is recommended. The diagnostic potential of WR in the parotid and thyroid glands also holds promise for PD diagnosis. Incorporating these parameters could enhance the accuracy of PD diagnosis, particularly in clinical scenarios where concurrent cardiac disease may confound the diagnosis.","2025","EJNMMI research"
270,"39875601","Differential impact of frailty on surgical and non-surgical site complications in patients with gastric cancer undergoing gastrectomy.","The aim of this study was to determine the differential impact of frailty on surgical site complications (SSCs) and non-surgical site complications (non-SSCs) in gastric cancer (GC) patients undergoing gastrectomy. In this study, frailty was assessed preoperatively using a frailty index (FI) in 395 patients scheduled for gastrectomy for GC between January 2016 and December 2023. Patients were divided into two groups (high FI vs. low FI) to examine the impact of frailty on SSC and non-SSC. Overall complication and non-SSC rates were significantly higher in the high FI group, but the two groups had similar rates of SSC. In multivariate analysis, high FI, high BMI, and male were independent risk factors for non-SSC. The incidence of non-SSC was 0% in patients with no applicable risk factors, 3.6% in patients with one applicable risk factor, 13.0% in patients with two applicable risk factors, and 37.1% in patients with all three risk factors (Cochran-Armitage trend test, p < 0.001). The area under the curve (AUC) of the risk prediction model using these three variables to predict non-SSC was 0.760. High FI was an independent risk factor for non-SSC in patients undergoing gastrectomy for GC. Our developed non-SSC risk model combining FI, BMI, and sex effectively identifies individuals at increased risk for non-SSC in GC patients.","2025","Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association"
271,"39875514","A morphometric signature to identify ductal carcinoma in situ with a low risk of progression.","Ductal carcinoma in situ (DCIS) may progress to ipsilateral invasive breast cancer (iIBC), but often never will. Because DCIS is treated as early breast cancer, many women with harmless DCIS face overtreatment. To identify features associated with progression, we developed an artificial intelligence-based DCIS morphometric analysis pipeline (AIDmap) on hematoxylin-eosin-stained (H&E) tissue sections. We analyzed 689 digitized H&Es of pure primary DCIS of which 226 were diagnosed with subsequent iIBC and 463 were not. The distribution of 15 duct morphological measurements was summarized in 55 morphometric variables. A ridge regression classifier with cross validation predicted 5-years-free of iIBC with an area-under the curve of 0.67 (95% CI 0.57-0.77). A combined clinical-morphometric signature, characterized by small-sized ducts, a low number of cells and a low DCIS/stroma ratio, was associated with outcome (HR = 0.56; 95% CI 0.28-0.78). AIDmap has potential to identify harmless DCIS that may not need treatment.","2025","NPJ precision oncology"
272,"39875315","Renal and Peripheral Blood Transcriptome Signatures That Predict Treatment Response in Proliferative Lupus Nephritis-A Prospective Study.","Mechanisms contributing to non-response to treatment in lupus nephritis (LN) are unclear. We characterised the transcriptome of paired peripheral blood mononuclear cells (PBMCs) and renal tissues in LN before and after cyclophosphamide (CYC) treatment and identified markers that predicted treatment response. Total RNA isolated from paired PBMCs (n = 32) and renal tissues (n = 25) of 16 proliferative LN before CYC treatment, 6 months post-treatment, and during renal flare, was sequenced on Illumina Novaseq-6000 platform. Post-treatment, eight patients were clinical responders (CR), of whom four flared (FL), and eight were non-responders (NR). Comparative transcriptomic analyses before and after treatment within CR, NR, and FL groups was performed using DESeq2. Weighted gene co-expression network analysis (WGCNA) and ROC analysis was performed to identify and validate hub genes predictive of treatment response. Based on this, we observed that pathways such as degradation of cell cycle proteins, expression of G0 and G1 phase proteins, and apoptosis, were upregulated in CR PBMCs post-treatment, while IFN-γ signalling and ECM organisation were downregulated. In NR PBMCs, ECM molecules, neddylation and BCR signalling were upregulated post-CYC treatment, while in NR renal tissue, TLR, IFN and NF-κB signalling pathways were upregulated. In FL PBMCs, neutrophil degranulation and ROS and RNS production in phagocytes were downregulated following treatment, whereas, in the corresponding renal tissue, cell-ECM interactions and ISG15 antiviral mechanism were downregulated. After WGCNA and subsequent ROC analysis, TENM2, NLGN1 and AP005230.1 from PBMCs each predicted NR (AUC-0.91; p = 0.03), while combined model improved prediction (AUC-0.94; p = 0.02). AP005230.1 from renal tissue also predicted non-response (AUC-0.94; p = 0.01) and AC092436.3 from PBMCs predicted renal flare (AUC-0.81; p = 0.04). Our study identified significant DEGs/pathways specific to different treatment outcomes and hub genes that predicted non-response and renal flare.","2025","Immunology"
